SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE
1018GS2026, GS, 05-Feb-2026,106.2,106.2,106.8,106.2,106.8,106.8,106.8,1603,1.71,3,1603.0, 100.00,2026-02-05
20MICRONS, EQ, 05-Feb-2026,170.59,171.41,173.49,166.91,168.0,168.34,168.73,101428,171.14,2721,63472.0, 62.58,2026-02-05
21STCENMGM, EQ, 05-Feb-2026,39.43,40.2,40.21,40.2,40.21,40.21,40.2,981,0.39,12,981.0, 100.00,2026-02-05
360ONE, EQ, 05-Feb-2026,1166.1,1166.8,1171.9,1131.2,1138.5,1140.8,1140.3,879272,10026.32,35828,579136.0, 65.87,2026-02-05
3IINFOLTD, EQ, 05-Feb-2026,15.49,15.4,15.49,15.2,15.37,15.32,15.35,207391,31.83,915,157542.0, 75.96,2026-02-05
3MINDIA, EQ, 05-Feb-2026,35765.0,35765.0,35855.0,35100.0,35180.0,35450.0,35472.93,3135,1112.08,2137,1399.0, 44.63,2026-02-05
3PLAND, EQ, 05-Feb-2026,34.65,36.2,36.4,34.65,35.11,35.13,35.8,5739,2.05,50,5500.0, 95.84,2026-02-05
563GS2026, GS, 05-Feb-2026,101.76,101.76,101.76,101.55,101.55,101.55,101.55,142,0.14,2,142.0, 100.00,2026-02-05
574GS2026, GS, 05-Feb-2026,101.6,101.6,101.6,101.6,101.6,101.6,101.6,4,0.0,1,4.0, 100.00,2026-02-05
5PAISA, EQ, 05-Feb-2026,341.25,338.1,339.2,330.25,332.95,333.9,333.53,53843,179.58,2190,26530.0, 49.27,2026-02-05
601GS2030, GS, 05-Feb-2026,98.7,98.6,98.6,98.6,98.6,98.6,98.6,10,0.01,1,10.0, 100.00,2026-02-05
610GS2031, GS, 05-Feb-2026,97.25,98.3,98.3,98.3,98.3,98.3,98.3,1,0.0,1,1.0, 100.00,2026-02-05
633GS2035, GS, 05-Feb-2026,98.95,98.0,99.46,98.0,99.46,99.46,99.39,2100,2.09,2,2100.0, 100.00,2026-02-05
63MOONS, EQ, 05-Feb-2026,653.5,652.9,656.0,635.95,647.95,643.85,648.08,75976,492.39,2635,46025.0, 60.58,2026-02-05
648GS2035, GS, 05-Feb-2026,99.65,99.05,99.85,99.05,99.85,99.85,99.52,300,0.3,3,300.0, 100.00,2026-02-05
654GS2032, GS, 05-Feb-2026,99.11,99.1,100.0,99.1,100.0,99.6,99.55,37440,37.27,28,37411.0, 99.92,2026-02-05
667GS2050, GS, 05-Feb-2026,91.61,92.75,92.75,92.75,92.75,92.75,92.75,25,0.02,3,25.0, 100.00,2026-02-05
668GS2033, GS, 05-Feb-2026,98.0,98.7,98.7,98.7,98.7,98.7,98.7,100,0.1,1,100.0, 100.00,2026-02-05
668GS2040, GS, 05-Feb-2026,96.01,96.1,96.9,96.1,96.9,96.86,96.87,17545,17.0,7,16947.0, 96.59,2026-02-05
675GS2029, GS, 05-Feb-2026,102.3,101.65,101.65,101.65,101.65,101.65,101.65,100,0.1,1,100.0, 100.00,2026-02-05
676GS2061, GS, 05-Feb-2026,94.35,94.36,94.49,93.84,94.49,94.49,94.0,508979,478.44,94,508017.0, 99.81,2026-02-05
679GS2034A, GS, 05-Feb-2026,95.0,95.0,95.0,91.0,91.0,91.0,92.67,360,0.33,5,360.0, 100.00,2026-02-05
690GS2065, GS, 05-Feb-2026,94.9,95.3,95.3,95.0,95.1,95.1,95.02,19267,18.31,12,19201.0, 99.66,2026-02-05
695GS2061, GS, 05-Feb-2026,94.1,94.8,94.8,94.58,94.58,94.58,94.65,41,0.04,4,41.0, 100.00,2026-02-05
698GR2054, GS, 05-Feb-2026,94.29,94.28,94.28,94.0,94.0,94.0,94.01,51,0.05,2,51.0, 100.00,2026-02-05
699GS2026, GS, 05-Feb-2026,102.16,102.16,102.4,102.16,102.16,102.16,102.16,2032,2.08,4,2032.0, 100.00,2026-02-05
699GS2051, GS, 05-Feb-2026,95.6,95.3,96.0,95.3,96.0,95.98,95.98,1084,1.04,12,1047.0, 96.59,2026-02-05
702GS2027, GS, 05-Feb-2026,102.0,102.0,102.0,102.0,102.0,102.0,102.0,2000,2.04,1,2000.0, 100.00,2026-02-05
709GS2054, GS, 05-Feb-2026,97.08,97.0,97.99,96.32,97.0,97.0,96.9,35948,34.83,51,33808.0, 94.05,2026-02-05
709GS2074, GS, 05-Feb-2026,97.0,97.4,97.4,97.0,97.25,97.25,97.21,29741,28.91,25,20220.0, 67.99,2026-02-05
710GS2029, GS, 05-Feb-2026,104.15,104.4,104.41,104.4,104.41,104.41,104.41,5510,5.75,2,5510.0, 100.00,2026-02-05
717GS2030, GS, 05-Feb-2026,104.25,105.0,105.1,105.0,105.09,105.09,105.07,3300,3.47,3,3300.0, 100.00,2026-02-05
718GS2037, GS, 05-Feb-2026,101.99,101.52,101.99,101.52,101.99,101.99,101.84,15342,15.62,7,15342.0, 100.00,2026-02-05
723GS2039, GS, 05-Feb-2026,102.51,102.5,103.85,102.5,103.85,103.85,102.81,13510,13.89,5,11224.0, 83.08,2026-02-05
724GS2055, GS, 05-Feb-2026,101.35,101.2,101.5,101.2,101.31,101.31,101.44,301,0.31,3,301.0, 100.00,2026-02-05
725GS2063, GS, 05-Feb-2026,99.04,99.14,99.18,99.04,99.18,99.16,99.14,29989,29.73,37,28287.0, 94.32,2026-02-05
726GS2032, GS, 05-Feb-2026,105.42,105.66,106.6,105.66,106.6,106.6,105.72,32002,33.83,3,32002.0, 100.00,2026-02-05
726GS2033, GS, 05-Feb-2026,105.15,103.5,103.5,103.5,103.5,103.5,103.5,1220,1.26,2,1220.0, 100.00,2026-02-05
732GS2030, GS, 05-Feb-2026,104.35,104.7,104.7,104.7,104.7,104.7,104.7,600,0.63,2,600.0, 100.00,2026-02-05
733GS2026, GS, 05-Feb-2026,102.3,102.3,102.3,102.26,102.26,102.26,102.27,700,0.72,3,700.0, 100.00,2026-02-05
734GS2064, GS, 05-Feb-2026,100.38,100.38,100.75,100.0,100.0,100.05,100.13,11364,11.38,19,11364.0, 100.00,2026-02-05
736GS2052, GS, 05-Feb-2026,103.9,103.9,103.9,103.87,103.9,103.87,103.88,10010,10.4,5,10005.0, 99.95,2026-02-05
737GS2028, GS, 05-Feb-2026,104.5,104.5,104.5,104.5,104.5,104.5,104.5,100,0.1,1,100.0, 100.00,2026-02-05
738GS2027, GS, 05-Feb-2026,102.9,102.9,102.92,102.71,102.92,102.91,102.81,44879,46.14,35,44879.0, 100.00,2026-02-05
73GS2053, GS, 05-Feb-2026,99.56,100.2,100.2,99.6,99.81,99.8,99.7,22296,22.23,14,22209.0, 99.61,2026-02-05
741GS2036, GS, 05-Feb-2026,104.05,104.0,105.35,104.0,105.35,105.35,104.0,901,0.94,2,900.0, 99.89,2026-02-05
743GS2076, GS, 05-Feb-2026,101.0,101.99,101.99,101.99,101.99,101.99,101.99,100,0.1,1,100.0, 100.00,2026-02-05
74GS2062, GS, 05-Feb-2026,101.0,102.48,102.48,101.01,102.47,102.42,102.32,5521,5.65,12,5316.0, 96.29,2026-02-05
