SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE
1018GS2026, GS, 20-May-2026,103.25,103.3,103.3,103.3,103.3,103.3,103.3,547,0.57,3,547.0, 100.00,2026-05-20
20MICRONS, EQ, 20-May-2026,165.18,162.17,188.0,162.1,179.1,179.36,180.87,989909,1790.44,15132,160153.0, 16.18,2026-05-20
21STCENMGM, EQ, 20-May-2026,30.92,30.5,31.5,30.5,30.66,31.49,31.2,6432,2.01,41,3802.0, 59.11,2026-05-20
360ONE, EQ, 20-May-2026,1098.4,1090.1,1111.0,1076.0,1109.3,1107.4,1095.01,310456,3399.53,12890,125466.0, 40.41,2026-05-20
3BBLACKBIO, EQ, 20-May-2026,1269.6,1282.7,1282.7,1231.1,1265.0,1263.0,1257.25,3885,48.84,751,2234.0, 57.50,2026-05-20
3IINFOLTD, EQ, 20-May-2026,17.61,17.61,17.72,17.25,17.7,17.64,17.6,170560,30.02,685,112012.0, 65.67,2026-05-20
3MINDIA, EQ, 20-May-2026,31810.0,31700.0,31700.0,31000.0,31170.0,31140.0,31239.28,2801,875.01,1705,1406.0, 50.20,2026-05-20
3PLAND, EQ, 20-May-2026,32.49,32.5,32.9,31.36,32.5,32.49,32.31,8692,2.81,177,5881.0, 67.66,2026-05-20
574GS2026, GS, 20-May-2026,101.0,101.0,101.0,99.45,99.45,100.22,100.23,230,0.23,5,115.0, 50.00,2026-05-20
591GS2028, GS, 20-May-2026,100.21,101.65,102.0,101.65,102.0,102.0,102.0,100576,102.59,23,100576.0, 100.00,2026-05-20
5PAISA, EQ, 20-May-2026,313.1,312.0,313.35,306.6,311.3,310.6,310.69,23636,73.43,908,11464.0, 48.50,2026-05-20
601GS2030, GS, 20-May-2026,98.67,99.5,101.0,99.5,101.0,101.0,100.99,100840,101.84,23,100840.0, 100.00,2026-05-20
610GS2031, GS, 20-May-2026,102.0,99.45,102.0,98.0,98.0,98.0,98.22,681,0.67,10,601.0, 88.25,2026-05-20
633GS2035, GS, 20-May-2026,95.0,95.0,95.0,95.0,95.0,95.0,95.0,100,0.1,1,100.0, 100.00,2026-05-20
636GS2031, GS, 20-May-2026,98.78,99.9,99.9,99.9,99.9,99.9,99.9,500,0.5,2,500.0, 100.00,2026-05-20
63MOONS, EQ, 20-May-2026,697.4,694.7,718.85,682.0,690.0,688.5,699.52,212754,1488.25,7672,102817.0, 48.33,2026-05-20
648GS2035, GS, 20-May-2026,97.48,97.48,97.48,95.6,96.4,96.4,96.06,3305,3.17,11,1302.0, 39.39,2026-05-20
