SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE
1018GS2026, GS, 27-Jan-2026,107.0,104.86,110.99,104.86,106.49,106.49,109.74,695,0.76,5,694.0, 99.86,2026-01-27
20MICRONS, EQ, 27-Jan-2026,179.01,177.81,178.0,167.05,170.0,168.75,171.37,209688,359.35,4991,91059.0, 43.43,2026-01-27
21STCENMGM, EQ, 27-Jan-2026,39.58,38.79,39.0,38.79,38.79,38.79,38.81,1122,0.44,42,1122.0, 100.00,2026-01-27
360ONE, EQ, 27-Jan-2026,1112.3,1108.0,1125.0,1100.3,1111.0,1113.7,1111.77,2585701,28747.13,39388,1972349.0, 76.28,2026-01-27
3IINFOLTD, EQ, 27-Jan-2026,14.86,14.85,14.85,14.4,14.67,14.54,14.56,279020,40.62,1734,166271.0, 59.59,2026-01-27
3MINDIA, EQ, 27-Jan-2026,33315.0,33300.0,33650.0,32750.0,33430.0,33075.0,33032.89,4610,1522.82,1583,3448.0, 74.79,2026-01-27
3PLAND, EQ, 27-Jan-2026,35.03,34.29,36.0,33.4,35.8,34.73,34.56,5332,1.84,173,4369.0, 81.94,2026-01-27
563GS2026, GS, 27-Jan-2026,101.6,101.5,101.5,101.5,101.5,101.5,101.5,600,0.61,1,600.0, 100.00,2026-01-27
574GS2026, GS, 27-Jan-2026,100.13,100.48,100.48,100.48,100.48,100.48,100.48,100,0.1,2,100.0, 100.00,2026-01-27
591GS2028, GS, 27-Jan-2026,99.19,99.13,99.13,99.13,99.13,99.13,99.13,2300,2.28,1,2300.0, 100.00,2026-01-27
5PAISA, EQ, 27-Jan-2026,337.2,340.55,347.25,334.0,347.0,341.6,338.93,67929,230.23,3283,17880.0, 26.32,2026-01-27
601GS2030, GS, 27-Jan-2026,100.0,100.0,100.0,99.0,99.0,99.0,99.34,622,0.62,12,621.0, 99.84,2026-01-27
619GS2034, GS, 27-Jan-2026,98.2,96.26,96.26,96.26,96.26,96.26,96.26,1102,1.06,1,1102.0, 100.00,2026-01-27
628GS2032, GS, 27-Jan-2026,97.21,97.21,97.21,97.21,97.21,97.21,97.21,100,0.1,1,100.0, 100.00,2026-01-27
633GS2035, GS, 27-Jan-2026,99.3,99.3,99.3,99.3,99.3,99.3,99.3,2,0.0,1,2.0, 100.00,2026-01-27
63MOONS, EQ, 27-Jan-2026,589.8,591.8,627.0,575.05,622.0,616.55,603.39,207029,1249.19,12696,54239.0, 26.20,2026-01-27
648GS2035, GS, 27-Jan-2026,99.8,100.0,100.0,100.0,100.0,100.0,100.0,200,0.2,1,200.0, 100.00,2026-01-27
654GS2032, GS, 27-Jan-2026,99.5,99.0,99.01,99.0,99.0,99.0,99.0,185000,183.16,19,185000.0, 100.00,2026-01-27
664GS2035, GS, 27-Jan-2026,98.9,98.96,98.96,98.96,98.96,98.96,98.96,604,0.6,1,604.0, 100.00,2026-01-27
667GS2050, GS, 27-Jan-2026,92.55,92.29,92.29,92.29,92.29,92.29,92.29,110,0.1,2,110.0, 100.00,2026-01-27
668GS2040, GS, 27-Jan-2026,96.06,97.0,97.0,97.0,97.0,97.0,97.0,4696,4.56,3,4696.0, 100.00,2026-01-27
675GS2029, GS, 27-Jan-2026,101.31,101.15,101.15,101.15,101.15,101.15,101.15,100,0.1,1,100.0, 100.00,2026-01-27
676GS2061, GS, 27-Jan-2026,94.4,94.0,94.49,93.5,94.2,94.2,93.99,42407,39.86,23,26509.0, 62.51,2026-01-27
679GS2031, GS, 27-Jan-2026,100.41,100.0,100.0,100.0,100.0,100.0,100.0,2000,2.0,1,2000.0, 100.00,2026-01-27
68GS2060, GS, 27-Jan-2026,93.6,94.06,94.95,92.0,94.95,94.95,92.93,702,0.65,23,691.0, 98.43,2026-01-27
690GS2065, GS, 27-Jan-2026,94.9,95.0,95.58,94.55,94.75,94.75,94.92,9601,9.11,20,7750.0, 80.72,2026-01-27
692GS2039, GS, 27-Jan-2026,99.0,98.85,100.5,98.85,100.5,100.5,99.18,500,0.5,2,500.0, 100.00,2026-01-27
695GS2061, GS, 27-Jan-2026,94.01,94.65,94.65,94.3,94.3,94.3,94.33,1470,1.39,5,1470.0, 100.00,2026-01-27
698GR2054, GS, 27-Jan-2026,93.6,93.6,94.95,93.5,94.95,94.9,93.93,826,0.78,11,622.0, 75.30,2026-01-27
