SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE
1018GS2026, GS, 30-Apr-2026,103.4,103.5,103.5,102.15,102.15,102.36,102.38,195,0.2,5,195.0, 100.00,2026-04-30
20MICRONS, EQ, 30-Apr-2026,179.35,179.55,179.82,175.41,177.81,176.89,177.2,53904,95.52,1330,27095.0, 50.27,2026-04-30
21STCENMGM, EQ, 30-Apr-2026,36.21,36.21,36.74,35.69,36.74,36.58,36.07,744,0.27,38,668.0, 89.78,2026-04-30
360ONE, EQ, 30-Apr-2026,1046.8,1038.2,1041.35,1009.0,1040.0,1034.65,1026.21,1026753,10536.6,45637,407357.0, 39.67,2026-04-30
3BBLACKBIO, EQ, 30-Apr-2026,1264.7,1258.4,1261.25,1166.5,1194.8,1199.3,1210.9,16417,198.79,2786,8716.0, 53.09,2026-04-30
3IINFOLTD, EQ, 30-Apr-2026,17.79,17.69,17.94,17.32,17.57,17.46,17.5,220542,38.59,952,111991.0, 50.78,2026-04-30
3MINDIA, EQ, 30-Apr-2026,33175.0,33125.0,33490.0,32770.0,33365.0,33300.0,33162.82,1816,602.24,1220,772.0, 42.51,2026-04-30
3PLAND, EQ, 30-Apr-2026,35.49,33.99,35.75,33.99,35.74,35.02,34.67,1798,0.62,48,1372.0, 76.31,2026-04-30
574GS2026, GS, 30-Apr-2026,101.85,101.91,103.9,101.91,103.9,103.9,101.99,53,0.05,4,52.0, 98.11,2026-04-30
591GS2028, GS, 30-Apr-2026,99.25,100.46,100.65,100.46,100.65,100.65,100.56,200,0.2,2,100.0, 50.00,2026-04-30
5PAISA, EQ, 30-Apr-2026,339.77,338.99,343.56,325.25,343.5,335.49,335.88,161179,541.36,3958,44225.0, 27.44,2026-04-30
601GS2030, GS, 30-Apr-2026,98.05,98.11,99.1,98.11,99.1,99.1,98.64,16519,16.29,3,9519.0, 57.62,2026-04-30
603GS2029, GS, 30-Apr-2026,98.21,100.9,100.9,100.9,100.9,100.9,100.9,10,0.01,1,10.0, 100.00,2026-04-30
610GS2031, GS, 30-Apr-2026,101.0,95.96,101.0,95.96,101.0,101.0,96.58,9,0.01,3,5.0, 55.56,2026-04-30
628GS2032, GS, 30-Apr-2026,96.01,97.66,97.71,97.66,97.71,97.71,97.66,5000,4.88,2,5000.0, 100.00,2026-04-30
636GS2031, GS, 30-Apr-2026,98.8,98.8,98.8,98.8,98.8,98.8,98.8,100,0.1,1,100.0, 100.00,2026-04-30
63MOONS, EQ, 30-Apr-2026,755.0,749.0,758.25,720.05,746.0,746.65,744.46,250556,1865.3,10308,95975.0, 38.30,2026-04-30
654GS2032, GS, 30-Apr-2026,99.5,99.6,99.6,99.5,99.5,99.53,99.54,17002,16.92,8,17002.0, 100.00,2026-04-30
667GS2050, GS, 30-Apr-2026,94.3,94.3,94.8,94.3,94.3,94.3,94.3,1502,1.42,5,1502.0, 100.00,2026-04-30
668GS2040, GS, 30-Apr-2026,98.4,98.45,98.45,95.26,96.5,96.5,95.78,7553,7.23,16,4100.0, 54.28,2026-04-30
676GS2061, GS, 30-Apr-2026,91.6,91.8,91.8,91.0,91.1,91.07,91.21,5115,4.67,16,5114.0, 99.98,2026-04-30
679GS2031, GS, 30-Apr-2026,100.0,101.0,102.0,99.0,102.0,102.0,100.65,26700,26.87,5,18700.0, 70.04,2026-04-30
679GS2034, GS, 30-Apr-2026,100.25,99.75,99.75,99.75,99.75,99.75,99.75,250,0.25,1,250.0, 100.00,2026-04-30
690GS2065, GS, 30-Apr-2026,91.18,91.19,91.24,89.4,91.0,90.91,90.68,52964,48.03,86,30233.0, 57.08,2026-04-30
695GS2061, GS, 30-Apr-2026,94.75,94.74,94.74,94.45,94.45,94.45,94.55,80,0.08,8,80.0, 100.00,2026-04-30
699GS2051, GS, 30-Apr-2026,96.87,97.19,97.9,97.19,97.9,97.9,97.2,8005,7.78,5,8005.0, 100.00,2026-04-30
702GS2027, GS, 30-Apr-2026,103.23,103.23,103.23,103.23,103.23,103.23,103.23,600,0.62,2,600.0, 100.00,2026-04-30
702GS2031, GS, 30-Apr-2026,104.49,103.0,103.0,103.0,103.0,103.0,103.0,100,0.1,1,100.0, 100.00,2026-04-30
706GS2028, GS, 30-Apr-2026,101.78,101.7,101.7,101.7,101.7,101.7,101.7,100,0.1,1,100.0, 100.00,2026-04-30
709GS2054, GS, 30-Apr-2026,96.5,96.49,96.5,96.49,96.5,96.5,96.5,1509,1.46,10,1309.0, 86.75,2026-04-30
709GS2074, GS, 30-Apr-2026,96.51,96.89,96.89,96.04,96.4,96.4,96.05,10243,9.84,23,10213.0, 99.71,2026-04-30
710GS2029, GS, 30-Apr-2026,102.0,102.35,102.35,101.44,101.44,101.44,101.71,7382,7.51,9,6381.0, 86.44,2026-04-30
716GS2050, GS, 30-Apr-2026,99.0,99.0,99.0,99.0,99.0,99.0,99.0,1642,1.63,12,1642.0, 100.00,2026-04-30
717GS2030, GS, 30-Apr-2026,102.0,102.5,102.5,102.5,102.5,102.5,102.5,3900,4.0,3,3900.0, 100.00,2026-04-30
718GS2033, GS, 30-Apr-2026,103.9,103.84,103.84,103.84,103.84,103.84,103.84,4550,4.72,4,4550.0, 100.00,2026-04-30
718GS2037, GS, 30-Apr-2026,103.7,103.8,104.0,103.25,103.7,103.69,103.77,62500,64.86,42,62500.0, 100.00,2026-04-30
719GS2060, GS, 30-Apr-2026,98.5,98.0,98.0,98.0,98.0,98.0,98.0,30,0.03,1,30.0, 100.00,2026-04-30
723GS2039, GS, 30-Apr-2026,102.6,100.0,100.05,100.0,100.05,100.05,100.03,200,0.2,2,100.0, 50.00,2026-04-30
724GS2055, GS, 30-Apr-2026,98.29,98.0,98.0,97.7,98.0,98.0,97.88,104736,102.52,42,104736.0, 100.00,2026-04-30
725GS2063, GS, 30-Apr-2026,98.47,98.4,98.4,97.71,98.05,98.04,98.06,91947,90.16,117,89593.0, 97.44,2026-04-30
726GS2029, GS, 30-Apr-2026,102.0,102.0,102.0,102.0,102.0,102.0,102.0,100,0.1,1,100.0, 100.00,2026-04-30
732GS2030, GS, 30-Apr-2026,105.1,104.66,109.9,104.66,109.9,108.4,106.31,500,0.53,5,400.0, 80.00,2026-04-30
733GS2026, GS, 30-Apr-2026,100.16,100.5,100.5,100.2,100.21,100.21,100.35,210,0.21,4,206.0, 98.10,2026-04-30
734GS2064, GS, 30-Apr-2026,96.93,97.25,97.25,96.65,96.7,96.7,96.87,55311,53.58,80,55311.0, 100.00,2026-04-30
737GS2028, GS, 30-Apr-2026,101.71,101.91,101.92,101.81,101.92,101.92,101.85,8500,8.66,7,8500.0, 100.00,2026-04-30
738GS2027, GS, 30-Apr-2026,104.04,103.81,104.1,103.5,103.95,103.94,103.92,69670,72.4,24,64500.0, 92.58,2026-04-30
741GS2036, GS, 30-Apr-2026,105.56,105.2,106.5,105.2,105.95,105.95,105.88,63454,67.18,15,63454.0, 100.00,2026-04-30
743GS2076, GS, 30-Apr-2026,100.5,102.95,102.95,100.0,100.05,100.05,100.05,41457,41.48,12,41437.0, 99.95,2026-04-30
746GS2073, GS, 30-Apr-2026,102.61,102.95,102.95,102.9,102.9,102.9,102.91,3118,3.21,14,3118.0, 100.00,2026-04-30
74GS2035, GS, 30-Apr-2026,100.34,100.34,100.34,100.34,100.34,100.34,100.34,1800,1.81,2,1800.0, 100.00,2026-04-30
750GS2056, GS, 30-Apr-2026,100.0,100.0,100.0,98.0,98.51,98.51,99.24,1300,1.29,6,1300.0, 100.00,2026-04-30
754GS2036, GS, 30-Apr-2026,107.1,107.0,107.15,106.95,107.0,107.04,107.07,582994,624.19,190,582006.0, 99.83,2026-04-30
