SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE
20MICRONS, EQ, 13-Jan-2026,192.88,193.0,197.0,189.68,190.14,190.64,192.01,100472,192.92,3848,45922.0, 45.71,2026-01-13
21STCENMGM, EQ, 13-Jan-2026,45.75,45.75,46.61,44.84,45.25,45.2,45.45,1214,0.55,37,891.0, 73.39,2026-01-13
360ONE, EQ, 13-Jan-2026,1130.5,1132.0,1153.6,1120.5,1139.2,1136.8,1138.12,732421,8335.83,24551,453211.0, 61.88,2026-01-13
3IINFOLTD, EQ, 13-Jan-2026,14.99,15.15,16.65,14.61,15.29,15.14,15.34,493186,75.66,1672,217292.0, 44.06,2026-01-13
3MINDIA, EQ, 13-Jan-2026,34830.0,34830.0,35215.0,34155.0,34840.0,34995.0,34712.98,5361,1860.96,4109,2085.0, 38.89,2026-01-13
3PLAND, EQ, 13-Jan-2026,37.0,35.6,39.89,35.5,37.32,37.51,37.71,6852,2.58,92,3025.0, 44.15,2026-01-13
563GS2026, GS, 13-Jan-2026,101.1,101.15,101.15,101.12,101.12,101.12,101.13,430,0.43,2,430.0, 100.00,2026-01-13
579GS2030, GS, 13-Jan-2026,98.2,99.3,99.3,99.3,99.3,99.3,99.3,1817,1.8,1,1817.0, 100.00,2026-01-13
5PAISA, EQ, 13-Jan-2026,369.1,369.0,371.2,355.0,355.1,356.65,361.15,139496,503.8,7298,49416.0, 35.42,2026-01-13
601GS2030, GS, 13-Jan-2026,100.45,101.55,101.55,101.55,101.55,101.55,101.55,3,0.0,3,3.0, 100.00,2026-01-13
610GS2031, GS, 13-Jan-2026,96.6,96.6,96.6,96.6,96.6,96.6,96.6,1,0.0,1,1.0, 100.00,2026-01-13
622GS2035, GS, 13-Jan-2026,96.24,98.4,98.4,96.39,97.5,97.02,97.2,200,0.19,3,200.0, 100.00,2026-01-13
628GS2032, GS, 13-Jan-2026,99.86,97.55,97.55,97.55,97.55,97.55,97.55,100,0.1,1,100.0, 100.00,2026-01-13
633GS2035, GS, 13-Jan-2026,98.0,99.3,99.5,99.3,99.5,99.31,99.32,2200,2.19,2,2200.0, 100.00,2026-01-13
63MOONS, EQ, 13-Jan-2026,641.4,644.8,702.0,644.8,691.0,694.75,673.69,350810,2363.36,12816,173905.0, 49.57,2026-01-13
648GS2035, GS, 13-Jan-2026,99.75,100.8,101.1,99.79,99.98,99.98,100.62,4449,4.48,11,2951.0, 66.33,2026-01-13
654GS2032, GS, 13-Jan-2026,102.85,102.25,102.79,102.25,102.79,102.77,102.77,500051,513.91,8,500051.0, 100.00,2026-01-13
667GS2035, GS, 13-Jan-2026,104.0,100.15,109.2,100.1,100.1,100.1,100.13,1031,1.03,5,1030.0, 99.90,2026-01-13
667GS2050, GS, 13-Jan-2026,92.7,92.7,92.7,92.6,92.7,92.7,92.68,33968,31.48,11,33968.0, 100.00,2026-01-13
668GS2040, GS, 13-Jan-2026,99.75,98.4,98.4,96.4,96.75,96.75,96.78,29831,28.87,40,29681.0, 99.50,2026-01-13
675GS2029, GS, 13-Jan-2026,100.85,102.4,102.4,102.4,102.4,102.4,102.4,5833,5.97,1,5833.0, 100.00,2026-01-13
676GS2061, GS, 13-Jan-2026,94.95,94.0,94.8,94.0,94.35,94.4,94.14,7561,7.12,12,5741.0, 75.93,2026-01-13
679GS2034A, GS, 13-Jan-2026,98.0,96.04,96.04,96.04,96.04,96.04,96.04,100,0.1,1,100.0, 100.00,2026-01-13
68GS2060, GS, 13-Jan-2026,95.25,95.25,95.25,93.0,93.0,93.17,93.82,65,0.06,4,65.0, 100.00,2026-01-13
690GS2065, GS, 13-Jan-2026,95.37,95.0,95.59,95.0,95.1,95.1,95.34,3970,3.79,16,3640.0, 91.69,2026-01-13
695GS2061, GS, 13-Jan-2026,94.21,94.35,94.4,94.21,94.4,94.3,94.3,1151,1.09,4,1151.0, 100.00,2026-01-13
699GS2051, GS, 13-Jan-2026,96.2,96.9,96.9,95.61,96.69,96.69,96.06,10051,9.66,11,10050.0, 99.99,2026-01-13
702GS2027, GS, 13-Jan-2026,101.8,101.8,101.8,101.8,101.8,101.8,101.8,200,0.2,1,200.0, 100.00,2026-01-13
704GS2029, GS, 13-Jan-2026,102.4,102.42,102.42,102.4,102.4,102.4,102.41,300,0.31,3,300.0, 100.00,2026-01-13
709GS2054, GS, 13-Jan-2026,100.5,100.1,100.1,100.1,100.1,100.1,100.1,36555,36.59,15,36555.0, 100.00,2026-01-13
709GS2074, GS, 13-Jan-2026,96.93,96.7,96.93,96.7,96.92,96.92,96.85,22276,21.57,24,22248.0, 99.87,2026-01-13
710GS2029, GS, 13-Jan-2026,104.2,104.25,104.25,104.07,104.07,104.07,104.13,1955,2.04,3,1955.0, 100.00,2026-01-13
718GS2033, GS, 13-Jan-2026,106.1,106.0,106.0,106.0,106.0,106.0,106.0,610,0.65,2,610.0, 100.00,2026-01-13
718GS2037, GS, 13-Jan-2026,105.99,105.9,105.9,105.56,105.56,105.56,105.68,14650,15.48,3,14650.0, 100.00,2026-01-13
723GS2039, GS, 13-Jan-2026,102.5,102.65,102.65,102.65,102.65,102.65,102.65,100,0.1,1,100.0, 100.00,2026-01-13
724GS2055, GS, 13-Jan-2026,101.8,102.0,102.0,101.76,101.85,101.85,101.81,3202,3.26,5,3202.0, 100.00,2026-01-13
725GS2063, GS, 13-Jan-2026,98.89,99.11,99.11,98.59,98.59,98.6,98.64,46334,45.7,56,46334.0, 100.00,2026-01-13
726GS2032, GS, 13-Jan-2026,105.45,105.9,105.9,105.9,105.9,105.9,105.9,1,0.0,1,1.0, 100.00,2026-01-13
732GS2030, GS, 13-Jan-2026,104.5,105.8,105.8,105.0,105.8,105.8,105.29,3350,3.53,4,3350.0, 100.00,2026-01-13
733GS2026, GS, 13-Jan-2026,102.55,101.9,102.75,101.9,102.75,102.75,102.73,6467,6.64,8,6367.0, 98.45,2026-01-13
734GS2064, GS, 13-Jan-2026,100.7,100.9,101.12,100.6,100.84,100.84,100.71,629791,634.27,72,629296.0, 99.92,2026-01-13
737GR2054, GS, 13-Jan-2026,102.84,102.84,102.84,102.84,102.84,102.84,102.84,1,0.0,1,1.0, 100.00,2026-01-13
737GS2028, GS, 13-Jan-2026,104.55,104.56,104.56,104.56,104.56,104.56,104.56,1399,1.46,1,1399.0, 100.00,2026-01-13
738GS2027, GS, 13-Jan-2026,102.78,102.78,102.95,102.55,102.75,102.71,102.67,165901,170.33,30,163316.0, 98.44,2026-01-13
73GS2053, GS, 13-Jan-2026,100.19,100.2,100.2,100.0,100.0,100.0,100.01,18475,18.48,13,18475.0, 100.00,2026-01-13
741GS2036, GS, 13-Jan-2026,104.54,104.8,105.2,104.0,104.1,104.11,105.03,12124,12.73,11,11052.0, 91.16,2026-01-13
746GS2073, GS, 13-Jan-2026,101.65,101.2,101.2,101.2,101.2,101.2,101.2,450,0.46,2,450.0, 100.00,2026-01-13
74GS2062, GS, 13-Jan-2026,102.18,102.34,102.34,101.95,101.99,101.99,102.0,3063,3.12,10,3052.0, 99.64,2026-01-13
754GS2036, GS, 13-Jan-2026,106.52,106.52,106.52,106.15,106.26,106.3,106.28,564939,600.4,172,524448.0, 92.83,2026-01-13
763GS2059, GS, 13-Jan-2026,106.95,107.95,107.95,107.95,107.95,107.95,107.95,1,0.0,1,1.0, 100.00,2026-01-13
