SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE
1018GS2026, GS, 19-May-2026,103.3,100.71,103.25,100.71,103.25,103.25,102.32,30,0.03,3,20.0, 66.67,2026-05-19
20MICRONS, EQ, 19-May-2026,169.75,171.01,172.59,162.05,164.92,165.18,165.77,176805,293.09,5535,97895.0, 55.37,2026-05-19
21STCENMGM, EQ, 19-May-2026,31.5,31.95,31.95,30.9,30.92,30.92,31.44,180,0.06,23,153.0, 85.00,2026-05-19
360ONE, EQ, 19-May-2026,1104.9,1104.0,1121.5,1092.0,1094.6,1098.4,1106.07,442746,4897.08,25657,252295.0, 56.98,2026-05-19
3BBLACKBIO, EQ, 19-May-2026,1295.3,1295.3,1341.8,1250.0,1250.0,1269.6,1288.97,7336,94.56,1133,4141.0, 56.45,2026-05-19
3IINFOLTD, EQ, 19-May-2026,17.69,17.75,17.75,17.58,17.6,17.61,17.63,236113,41.62,872,180719.0, 76.54,2026-05-19
3MINDIA, EQ, 19-May-2026,31705.0,31700.0,32275.0,31600.0,31845.0,31810.0,31947.9,3651,1166.42,1222,2672.0, 73.19,2026-05-19
3PLAND, EQ, 19-May-2026,33.52,33.8,34.0,32.01,32.5,32.49,32.81,8462,2.78,138,6805.0, 80.42,2026-05-19
574GS2026, GS, 19-May-2026,99.17,101.0,101.0,101.0,101.0,101.0,101.0,1,0.0,1,1.0, 100.00,2026-05-19
591GS2028, GS, 19-May-2026,100.06,100.21,100.21,100.21,100.21,100.21,100.21,100,0.1,1,100.0, 100.00,2026-05-19
5PAISA, EQ, 19-May-2026,302.7,307.25,317.0,294.0,313.25,313.1,306.05,60564,185.36,2690,14362.0, 23.71,2026-05-19
610GS2031, GS, 19-May-2026,102.0,102.0,102.0,102.0,102.0,102.0,102.0,1,0.0,1,1.0, 100.00,2026-05-19
628GS2032, GS, 19-May-2026,98.95,98.15,98.15,98.15,98.15,98.15,98.15,1500,1.47,3,1500.0, 100.00,2026-05-19
63MOONS, EQ, 19-May-2026,677.35,694.85,710.9,659.7,694.0,697.4,691.03,315619,2181.02,12809,119639.0, 37.91,2026-05-19
648GS2035, GS, 19-May-2026,97.5,97.48,97.48,96.1,97.48,97.48,97.38,6346,6.18,23,6346.0, 100.00,2026-05-19
654GS2032, GS, 19-May-2026,100.9,100.99,100.99,99.2,100.0,99.97,99.83,8309,8.3,14,6298.0, 75.80,2026-05-19
668GS2040, GS, 19-May-2026,96.5,96.75,97.25,96.51,96.53,96.53,96.76,598300,578.94,25,598300.0, 100.00,2026-05-19
676GS2061, GS, 19-May-2026,89.76,89.76,90.0,89.76,90.0,90.0,89.83,11511,10.34,24,11511.0, 100.00,2026-05-19
679GS2031, GS, 19-May-2026,102.0,102.0,102.0,102.0,102.0,102.0,102.0,200,0.2,1,200.0, 100.00,2026-05-19
68GS2060, GS, 19-May-2026,92.19,94.4,94.4,91.9,91.9,92.04,92.06,480,0.44,13,478.0, 99.58,2026-05-19
690GS2065, GS, 19-May-2026,90.22,90.74,90.74,90.11,90.6,90.6,90.6,54176,49.08,33,53995.0, 99.67,2026-05-19
692GS2039, GS, 19-May-2026,100.5,99.0,99.0,98.0,98.0,98.0,98.5,20,0.02,2,10.0, 50.00,2026-05-19
694GS2036, GS, 19-May-2026,98.09,99.9,99.9,99.9,99.9,99.9,99.9,150,0.15,1,150.0, 100.00,2026-05-19
695GS2061, GS, 19-May-2026,93.94,94.0,94.0,94.0,94.0,94.0,94.0,1036,0.97,6,1036.0, 100.00,2026-05-19
699GS2051, GS, 19-May-2026,95.1,95.1,95.1,94.4,94.4,94.51,94.57,7303,6.91,11,7303.0, 100.00,2026-05-19
702GS2027, GS, 19-May-2026,103.3,103.56,103.6,103.56,103.6,103.57,103.58,29091,30.13,9,29091.0, 100.00,2026-05-19
