SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DATE
1018GS2026, GS, 15-Jun-2026,104.0,105.95,105.95,102.6,102.6,102.98,105.92,5016,5.31,11,5011.0, 99.90,2026-06-15
20MICRONS, EQ, 15-Jun-2026,182.37,184.45,198.0,183.05,188.52,188.82,191.98,428997,823.59,6577,168216.0, 39.21,2026-06-15
21STCENMGM, EQ, 15-Jun-2026,31.36,30.74,31.98,30.74,31.98,31.98,31.16,2430,0.76,23,2420.0, 99.59,2026-06-15
360ONE, EQ, 15-Jun-2026,1096.8,1109.8,1134.7,1106.0,1132.7,1130.8,1126.35,2132710,24021.69,71371,1289346.0, 60.46,2026-06-15
3BBLACKBIO, EQ, 15-Jun-2026,1245.4,1250.2,1306.0,1239.7,1285.0,1287.4,1280.07,16880,216.08,2125,10629.0, 62.97,2026-06-15
3IINFOLTD, EQ, 15-Jun-2026,17.22,17.55,18.3,17.5,17.6,17.76,17.86,834961,149.13,1907,520652.0, 62.36,2026-06-15
3MINDIA, EQ, 15-Jun-2026,31550.0,31750.0,32195.0,31575.0,31690.0,31665.0,31774.21,2529,803.57,1610,1367.0, 54.05,2026-06-15
3PLAND, EQ, 15-Jun-2026,32.1,32.9,34.0,31.05,31.79,31.67,32.28,5884,1.9,170,3664.0, 62.27,2026-06-15
574GS2026, GS, 15-Jun-2026,99.66,99.69,101.0,99.69,99.7,99.7,99.71,186,0.19,7,182.0, 97.85,2026-06-15
5PAISA, EQ, 15-Jun-2026,309.7,317.9,324.95,311.95,315.4,316.8,317.9,65641,208.67,1896,18179.0, 27.69,2026-06-15
601GS2030, GS, 15-Jun-2026,98.3,98.71,99.0,98.71,99.0,99.0,98.71,201,0.2,2,200.0, 99.50,2026-06-15
603GS2029, GS, 15-Jun-2026,99.96,99.96,100.01,99.96,100.01,100.01,99.97,500,0.5,2,500.0, 100.00,2026-06-15
63MOONS, EQ, 15-Jun-2026,660.5,670.45,684.0,656.65,657.0,660.3,670.92,106805,716.58,3534,56567.0, 52.96,2026-06-15
662GS2051, GS, 15-Jun-2026,93.19,93.2,93.2,93.2,93.2,93.2,93.2,5,0.0,1,5.0, 100.00,2026-06-15
667GS2050, GS, 15-Jun-2026,92.0,95.14,95.14,94.0,95.14,95.14,95.13,102,0.1,3,101.0, 99.02,2026-06-15
668GS2033, GS, 15-Jun-2026,100.5,100.5,100.5,100.5,100.5,100.5,100.5,200,0.2,2,200.0, 100.00,2026-06-15
668GS2040, GS, 15-Jun-2026,97.1,98.0,100.0,96.68,97.5,97.5,98.28,7382,7.25,27,6582.0, 89.16,2026-06-15
676GS2061, GS, 15-Jun-2026,90.7,90.7,91.75,90.7,91.06,91.06,91.01,29337,26.7,14,27523.0, 93.82,2026-06-15
679GS2034, GS, 15-Jun-2026,99.71,99.7,100.5,99.7,100.1,100.05,99.76,15165,15.13,8,15165.0, 100.00,2026-06-15
68GS2060, GS, 15-Jun-2026,90.65,91.99,91.99,91.19,91.19,91.19,91.2,3184,2.9,12,3153.0, 99.03,2026-06-15
690GS2065, GS, 15-Jun-2026,91.85,91.85,92.5,91.43,92.0,92.0,92.45,53875,49.81,21,52894.0, 98.18,2026-06-15
692GS2039, GS, 15-Jun-2026,96.67,96.67,96.67,96.67,96.67,96.67,96.67,100,0.1,1,100.0, 100.00,2026-06-15
694GS2036, GS, 15-Jun-2026,100.2,100.0,101.0,100.0,100.11,100.11,100.34,9800,9.83,8,4100.0, 41.84,2026-06-15
695GS2061, GS, 15-Jun-2026,95.4,94.0,94.0,94.0,94.0,94.0,94.0,110,0.1,1,110.0, 100.00,2026-06-15
697GR2034, GS, 15-Jun-2026,98.0,98.0,98.0,98.0,98.0,98.0,98.0,100,0.1,1,100.0, 100.00,2026-06-15
699GS2051, GS, 15-Jun-2026,95.5,94.1,95.95,94.1,95.95,95.95,94.96,347,0.33,4,347.0, 100.00,2026-06-15
702GS2031, GS, 15-Jun-2026,100.1,100.5,101.0,100.5,101.0,101.0,100.75,1790,1.8,3,900.0, 50.28,2026-06-15
706GS2028, GS, 15-Jun-2026,102.8,102.0,102.0,101.61,102.0,101.91,101.88,11790,12.01,9,9790.0, 83.04,2026-06-15
709GS2054, GS, 15-Jun-2026,97.0,97.0,98.89,97.0,97.98,97.98,97.62,780,0.76,7,780.0, 100.00,2026-06-15
709GS2074, GS, 15-Jun-2026,93.6,94.75,94.75,93.76,94.4,93.88,94.03,1059,1.0,8,1055.0, 99.62,2026-06-15
717GS2028, GS, 15-Jun-2026,103.49,104.0,104.0,104.0,104.0,104.0,104.0,159,0.17,2,159.0, 100.00,2026-06-15
717GS2030, GS, 15-Jun-2026,101.51,101.58,101.58,101.58,101.58,101.58,101.58,750,0.76,1,750.0, 100.00,2026-06-15
718GS2033, GS, 15-Jun-2026,104.35,104.35,104.35,104.35,104.35,104.35,104.35,600,0.63,1,600.0, 100.00,2026-06-15
718GS2037, GS, 15-Jun-2026,104.0,103.37,103.88,103.35,103.61,103.61,103.42,13101,13.55,6,10101.0, 77.10,2026-06-15
724GS2055, GS, 15-Jun-2026,99.0,99.5,99.5,98.05,98.05,98.05,98.99,9670,9.57,19,9670.0, 100.00,2026-06-15
725GS2063, GS, 15-Jun-2026,95.45,95.75,95.75,95.45,95.53,95.48,95.56,229245,219.07,78,229245.0, 100.00,2026-06-15
726GS2033, GS, 15-Jun-2026,103.4,103.21,103.7,103.21,103.7,103.68,103.27,1278,1.32,8,1210.0, 94.68,2026-06-15
